2.4633,2.4456,2.4138,2.4313,2.416,2.5335,2.4653,2.6126,2.5545,2.2494,2.3393,2.3614,2.6744,2.8313,2.7883,2.5049,2.3493,2.4602,2.6306,2.6306,2.5314,2.3805,2.0798,2.1832,2.8985,2.0883,1.9126,2.0412,2.4834,2.0919,1.8908,2.1253,2.5763,2.5034,2.3488,1.9838,1.9121,1.9233,1.9629,2.1137,2.1294,2.145,2.3132,2.1985,2.2939,2.6235,2.4413,2.3335,2.1237,2.1707
2.1663,2.0698,2.0698,2.3598,2.4201,2.476,2.5039,2.3979,2.3844,2.3131,2.1693,2.1863,2.0789,2.3055,2.511,2.6793,2.7469,2.4876,2.3484,2.4912,2.517,2.4271,2.2266,2.3521,2.3093,2.7056,2.4526,2.8615,3.2865,3.1545,2.5332,2.8296,2.8616,2.6113,2.5465,2.3051,2.0826,2.081,2.1106,2.0815,2.1381,2.0865,2.0896,2.166,2.5125,2.3769,2.3357,2.3839,2.2328,2.22
2.6645,2.55,2.1823,2.1507,2.2991,2.3927,2.4774,2.2885,2.2876,2.3353,2.3867,2.4491,2.2853,2.4035,2.5812,2.3233,2.5172,2.5309,2.3373,2.2843,2.4287,2.4192,2.4555,2.4969,2.6863,2.6882,2.5452,2.9616,2.8193,2.7224,2.6466,2.7037,2.9186,2.6257,2.4495,2.2552,2.0526,2.0993,2.3767,2.25,2.1971,2.0075,2.0711,2.1108,2.3778,2.3778,2.3342,2.3359,2.3876,2.3243
2.6562,2.6323,2.4696,2.1827,2.2547,2.2841,2.253,2.4437,2.5524,2.6163,2.6163,2.6289,2.5914,2.5507,2.5618,2.5043,2.4748,1.9748,1.9456,2.1848,2.6413,2.3418,2.3096,2.5926,2.6459,2.4023,2.2355,2.5969,2.5653,2.2618,2.443,2.4149,2.6081,2.6887,2.514,2.1857,2.2729,2.0866,2.1144,2.1691,2.1662,2.2515,2.2624,2.1657,2.4795,2.5483,2.2476,2.2984,2.269,2.2278
2.7459,2.7769,2.5408,2.5946,2.3434,2.2594,2.1208,2.3083,2.3665,2.4543,2.6292,2.6673,2.5431,2.5195,2.4152,2.3806,2.7973,2.2904,1.7406,2.2561,2.5851,2.5003,2.4551,2.2857,2.1651,2.1572,2.2602,2.0463,2.1154,2.2424,2.4374,2.6886,3.0418,2.7981,2.3728,2.2702,2.4097,2.4347,2.3292,2.1379,2.2066,2.2936,2.2497,2.2442,2.4883,2.3588,2.3161,2.3256,2.3434,2.2513
2.5793,2.5806,2.5148,2.4226,2.24,2.1864,2.4598,2.507,2.4894,2.46,2.6141,2.64,2.7465,2.4424,2.4093,2.6796,2.6271,1.963,2.003,2.6016,2.4435,2.417,2.5662,2.3009,2.6497,2.3698,2.3868,2.1341,2.2908,2.3755,2.6632,3.0183,2.6424,2.4513,2.2113,2.1973,2.1306,2.1306,2.3727,2.3526,2.3963,2.21,2.2935,2.2907,2.3356,2.2366,2.112,2.1644,2.3093,2.2471
2.5372,2.6349,2.5762,2.2527,2.2832,2.1685,2.4212,2.3858,2.4172,2.557,2.6718,2.7011,2.571,2.7061,2.7073,2.6175,2.1491,1.661,2.2438,2.2438,2.5068,2.5373,2.3707,2.3772,2.1392,2.9261,3.1143,2.5921,2.4202,2.626,2.4698,2.7446,2.6914,2.1031,2.1938,2.0336,1.9697,2.0314,2.1813,2.2609,2.3712,2.5238,2.2542,2.2698,2.3531,2.2167,2.2942,2.2479,2.1462,2.2491
2.2989,2.2989,2.4369,2.6124,2.5271,2.5276,2.4627,2.267,2.0502,2.3312,2.455,2.6042,2.8723,2.7948,2.6947,2.6089,2.2507,2.0405,2.1682,2.5211,2.3387,2.557,2.757,2.7121,2.9291,2.9904,2.536,2.8012,2.648,2.4085,2.4018,2.5421,2.4061,2.1679,1.9295,1.9902,1.982,1.9967,2.1716,2.2304,2.4174,2.5569,2.4537,2.4484,2.3486,2.2573,2.0677,2.012,1.9342,2.0776
2.3863,2.3914,2.516,2.5453,2.5305,2.464,2.4532,2.4035,2.214,2.2995,2.3621,2.6257,2.8099,2.6596,2.6717,2.6685,2.4744,2.2912,2.3719,2.6952,2.6559,2.5629,2.4367,2.4933,2.5475,2.5009,3.0784,2.6377,2.826,2.6619,2.0683,1.965,1.8725,1.848,2.0308,1.951,1.9437,2.0662,2.1725,2.1527,2.4406,2.3748,2.0302,2.1778,2.3129,2.5379,2.2913,2.2913,2.2801,2.2362
2.3207,2.2372,2.3304,2.4918,2.4754,2.4717,2.5101,2.3834,2.3443,2.1609,2.2577,2.2542,2.759,2.8141,2.8226,2.5819,2.2982,2.3303,2.7863,2.6739,2.0679,2.4386,2.4364,2.3927,2.4757,2.1679,2.4712,2.3742,2.3742,2.0755,2.0004,2.2219,2.1615,2.1053,2.2066,2.2422,2.2263,2.1936,2.3547,2.208,2.247,2.2787,2.2168,2.0919,2.1263,2.292,2.2755,2.5528,2.5479,2.414
